"","en"
"game_advanced_tutorial_quest_tooltip_front_turret","<subtitleLeft>Destroy an Enemy Turret</subtitleLeft><mainText><br>Follow your minion waves to the first enemy turret in any lane, and destroy it.  Wait for the turret to target your minions before you attack it, and be sure to retreat to a safe distance before all of your minions are slain.<br></mainText><postScriptTitle>Click to see turret location on the minimap</postScriptTitle>"
"game_advanced_tutorial_quest_tooltip_inhibitor","<subtitleLeft>Destroy an Enemy Inhibitor</subtitleLeft><mainText><br>Attack and destroy the exposed enemy inhibitor to begin spawning super minions in that lane.  This will also allow you to attack the turrets guarding the enemy nexus.<br></mainText><postScriptTitle>Click to see exposed inhibitor locations on the minimap</postScriptTitle>"
"game_advanced_tutorial_quest_tooltip_kill_minions","<subtitleLeft>Slay 5 Enemy Minions</subtitleLeft><mainText><br>Deal the killing blow to 5 enemy minions.  You'll earn bonus gold each time you deal a fatal blow.<br></mainText><postScriptLeft>Reward: 100g</postScriptLeft>"
"game_advanced_tutorial_quest_tooltip_lane_turrets","<subtitleLeft>Destroy All Enemy Turrets in a Lane</subtitleLeft><mainText><br>Support your minion waves to push forward and destroy all enemy turrets in a single lane.  Doing so will expose the enemy inhibitor in that lane.<br></mainText><postScriptTitle>Click to see turret locations on the minimap</postScriptTitle>"
"game_advanced_tutorial_quest_tooltip_lizard_elder","<subtitleLeft>Defeat the Lizard Elder</subtitleLeft><mainText><br>The Lizard Elder can be found in the southeast jungle.  Defeat him to earn extra experience points and gold, as well as a special buff for your champion.<br></mainText><postScriptTitle>Click to see the Lizard Elder's location<br></postScriptTitle><postScriptLeft>Reward: 200g</postScriptLeft>"
"game_advanced_tutorial_quest_tooltip_move_to_lane","<subtitleLeft>Exit the Base</subtitleLeft><mainText><br>Move your champion away from the summoner platform to one of the three lanes outside the base walls.<br></mainText><postScriptTitle>Click to see lane locations on the minimap</postScriptTitle>"
"game_advanced_tutorial_quest_tooltip_nexus","<subtitleLeft>Destroy the Enemy Nexus</subtitleLeft><mainText><br>Attack and destroy the exposed enemy nexus to claim victory!  At least one enemy inhibitor must remain destroyed for the nexus to remain vulnerable.<br></mainText><postScriptTitle>Click to see nexus location on the minimap</postScriptTitle>"
"game_advanced_tutorial_quest_tooltip_nexus_turrets","<subtitleLeft>Destroy the Turrets Protecting the Enemy Nexus</subtitleLeft><mainText><br>Support your minion waves to destroy the turrets located in front of the enemy nexus.  The nexus will become vulnerable when both turrets are destroyed!<br></mainText><postScriptTitle>Click to see turret locations on the minimap</postScriptTitle>"
"game_advanced_tutorial_quest_tooltip_primary_quests","<subtitleLeft>Primary Quests</subtitleLeft><mainText><br>Primary quests are main objectives that your team must complete to win the battle.</mainText>"
"game_advanced_tutorial_quest_tooltip_recall","<subtitleLeft>Use the Recall Spell</subtitleLeft><mainText><br>The Recall spell will quickly return your champion to the summoner platform.  The platform will restore your health and mana, and you can purhcase new items at the shop while you're there.<br><br>Be careful though; damage from enemies will cancel this spell.<br></mainText><postScriptLeft>Reward: 100g</postScriptLeft>"
"game_advanced_tutorial_quest_tooltip_secondary_quests","<subtitleLeft>Secondary Quests</subtitleLeft><mainText><br>Secondary quests are optional, though completing them will improve your chances of victory.  You'll also receive bonus gold!</mainText>"
"game_advanced_tutorial_quest_tooltip_slay_champion","<subtitleLeft>Slay an Enemy Champion</subtitleLeft><mainText><br>Look for a good opportunity to slay an enemy champion.  Remember that nearby enemy minions and turrets will come to the champion's aid when you attack.<br></mainText><postScriptLeft>Reward: 200g</postScriptLeft>"
"game_advanced_tutorial_quest_tooltip_starting_item","<subtitleLeft>Purchase a Starting Item</subtitleLeft><mainText><br>Before leaving the summoner platform, click on the item shop and purchase one or more starting items.  The first item in the recommended items list is generally a good choice.<br></mainText><postScriptTitle>Click to see shop location on the minimap<br></postScriptTitle><postScriptLeft>Reward: 50g</postScriptLeft>"
"game_advanced_tutorial_quest_tooltip_view_quest_tooltip","<subtitleLeft>Move Your Mouse Cursor Here</subtitleLeft><mainText><br>Well done!  You can mouse over the quest tracker to view quest details.</mainText>"
"game_advanced_tutorial_quest_tooltip_wolves","<subtitleLeft>Defeat the Wolves</subtitleLeft><mainText><br>A pack of wolves can be found in the southwestern jungle.  Defeat them to earn extra experience points and gold.<br></mainText><postScriptTitle>Click to see the wolves' location<br></postScriptTitle><postScriptLeft>Reward: 100g</postScriptLeft>"
"game_advanced_tutorial_quest_tooltip_wraiths","<subtitleLeft>Defeat the Wraiths</subtitleLeft><mainText><br>A group of wraiths can be found in the jungle, just south of the center of the map.  Defeat them to earn extra experience points and gold.<br></mainText><postScriptTitle>Click to see the wraiths' location<br></postScriptTitle><postScriptLeft>Reward: 125g</postScriptLeft>"
"game_advanced_tutorial_tip_category_champion_battles","Champion Battles"
"game_advanced_tutorial_tip_category_death","Death"
"game_advanced_tutorial_tip_category_items","Items"
"game_advanced_tutorial_tip_category_jargon","Jargon"
"game_advanced_tutorial_tip_category_jungling","Jungling"
"game_advanced_tutorial_tip_category_laning","Laning"
"game_advanced_tutorial_tip_category_pushing","Pushing"
"game_advanced_tutorial_tip_category_spells","Spells"
"game_advanced_tutorial_tip_category_user_interface","User Interface"
"game_advanced_tutorial_tip_dialog_assists","You earned an assist by helping an ally slay an enemy champion!  Your champion receives a bonus gold reward for earning assists."
"game_advanced_tutorial_tip_dialog_baron","Baron Nashor is the strongest monster on Summoner's Rift, and you will need the help of your allies to defeat him.  Slaying the Baron will grant all ally champions a powerful buff and a large gold reward."
"game_advanced_tutorial_tip_dialog_baron_warning","Fighting Baron Nashor without the help of your allies will likely result in death.  You should return to a lane or explore other areas of the jungle."
"game_advanced_tutorial_tip_dialog_brush","You've stepped into a patch of brush.  While within an area of brush you are invisible to enemies until they too enter the same brush.  Be alert when approaching these areas - enemy champions may be waiting to ambush you!"
"game_advanced_tutorial_tip_dialog_buff_debuff","These icons indicate helpful or harmful effects, also known as buffs and debuffs, currently affecting your champion.  Place your mouse cursor over an icon to view details."
"game_advanced_tutorial_tip_dialog_chat","Chat from allies and enemies appears in the bottom left of the screen.  You can type to allies by pressing enter, and type to everyone by pressing shift-enter.  You can read old messages by pressing and holding Z."
"game_advanced_tutorial_tip_dialog_dangerous_push","Careful, your champion is deep in enemy territory while a number of enemy champions are not visible on the minimap.  Players commonly refer to missing champions as 'MIA'.  Be wary of a potential ambush!"
"game_advanced_tutorial_tip_dialog_death_recap","While waiting for your champion to respawn, you can click the Death Recap button to learn how you were defeated."
"game_advanced_tutorial_tip_dialog_dragon_reward","Slaying the Dragon results in a large gold reward for all ally champions."
"game_advanced_tutorial_tip_dialog_dragon_tactics","The Dragon is a very strong monster.  Your champion should have full health and mana before attacking it.  The buffs from the Ancient Golem and Lizard Elder will also make defeating the Dragon much easier."
"game_advanced_tutorial_tip_dialog_first_skill_point","Don't forget to spend your first skill point!  The battle has not yet begun, so now is a good time to browse your champion's abilities and decide which one you want first."
"game_advanced_tutorial_tip_dialog_first_tip","Good job!  Tips provide valuable information about many aspects of League of Legends, so be sure to click on the icons when they appear above the minimap."
"game_advanced_tutorial_tip_dialog_front_turrets","While not required, it's often a good idea to destroy the first enemy turret in each of the three lanes before attempting to take down a second turret.  You'll improve your team's control of the battlefield, and earn a good amount of experience points and gold along the way."
"game_advanced_tutorial_tip_dialog_golem_buff","Defeating the Ancient Golem grants your champion a temporary buff.  While the buff is active your champion will regenerate mana faster and be able to cast their spells more often."
"game_advanced_tutorial_tip_dialog_golem_tactics","The Ancient Golem is a strong adversary.  Be sure to slay his minions first, and don't forget to use your champion's abilities."
"game_advanced_tutorial_tip_dialog_inhibitor_respawn","A destroyed enemy inhibitor will respawn after several minutes.  When this happens, your team will no longer spawn super minions in that lane.  The enemy nexus is invulnerable while all three inhibitors are active."
"game_advanced_tutorial_tip_dialog_inhibitor_reward","Destroying an enemy inhibitor causes your base to begin spawning super minions in that lane.  Super minions are much stronger than normal minions and are quite difficult to kill."
"game_advanced_tutorial_tip_dialog_item_reminder","You haven't purchased an item yet.  You should return to the summoner platform and buy an item from the shop before leaving the base."
"game_advanced_tutorial_tip_dialog_lane_names","There are top, middle, and bottom lanes on Summoner's Rift.  Summoners often refer to these lanes as 'top', 'mid', and 'bot'."
"game_advanced_tutorial_tip_dialog_last_hitting","Your champion earns bonus gold when dealing a killing blow to an enemy.  Time your attacks carefully to increase your wealth."
"game_advanced_tutorial_tip_dialog_lizard_buff","Defeating the Lizard Elder grants your champion a temporary buff.  This buff causes your champion's basic attacks to slow enemy movement speed and deal damage over time."
"game_advanced_tutorial_tip_dialog_lizard_tactics","The Lizard Elder is a worthy foe.  Be sure to slay his minions first, and don't forget to use your champion's abilities."
"game_advanced_tutorial_tip_dialog_low_health_warning","Your champion's health is dangerously low.  You should move to a safe location and use the Recall spell to return to the summoner platform for healing."
"game_advanced_tutorial_tip_dialog_low_minion_count","Warning!  There are very few ally minions remaining near this enemy turret.  The turret will attack you when there are no minions left, so you should retreat to a safe distance and wait for more ally minions to arrive."
"game_advanced_tutorial_tip_dialog_manaless_champions","While most champions in the League use mana to fuel their abilities, many rely on alternative resources.  Garen's abilities are free to cast, though you still must wait for them to ''cool down'' before they can be used again."
"game_advanced_tutorial_tip_dialog_minimap","The minimap displays information about the battlefield.  Everything visible to your allies will appear here, so it's important to check the minimap often."
"game_advanced_tutorial_tip_dialog_minimap_ping","Pinging the minimap is a good way to notify allies about potential dangers and opportunities on the battlefield.  Click this button then click a location on the minimap to ping it.  You can also ping an enemy champion or structure directly to mark them as a target."
"game_advanced_tutorial_tip_dialog_mirrored_jungle","Most neutral minion camps can be found in two different locations in the jungle.  It is generally safer to attack the camps on your team's side of the battlefield."
"game_advanced_tutorial_tip_dialog_move_with_minimap","You can easily guide your champion to distant locations by right clicking the minimap."
"game_advanced_tutorial_tip_dialog_passive_ability","Each champion has a unique passive ability that works automatically.  Move your mouse over the icon to read a description of your champion's passive ability."
"game_advanced_tutorial_tip_dialog_proximity_xp","Even if your champion does not deal a killing blow, experience points are earned by being near an enemy as they are slain."
"game_advanced_tutorial_tip_dialog_respawn_time","You have been slain, but don't be discouraged - death is a part of League of Legends.  After a short time your champion will be re-summoned to the battlefield.  The wait time will increase as your champion gain levels."
"game_advanced_tutorial_tip_dialog_scoreboard","The scoreboard displays stats and information about each champion on the battlefield.  You can view the scoreboard by pressing and holding the TAB key."
"game_advanced_tutorial_tip_dialog_shop_while_dead","You can spend gold on new items at the shop while waiting to respawn."
"game_advanced_tutorial_tip_dialog_skill_points","Don't forget to spend skill points after your champion gains a level.  Increasing the rank of a spell improves its effectiveness."
"game_advanced_tutorial_tip_dialog_spend_gold","You've earned a lot of gold!  Be sure to purchase new items at the shop the next time you're near the summoner platform.  Don't forget you can use the Recall spell to go there quickly."
"game_advanced_tutorial_tip_dialog_spend_gold_reminder","You still have a lot of gold to spend.  Don't forget to purchase new items in the shop at the summoner platform to strengthen your champion."
"game_advanced_tutorial_tip_dialog_turret_approach_warning","Warning!  You are approaching an enemy turret with no friendly minions in front of you.  You should wait until friendly minions arrive and allow the turret to attack them before getting closer."
"game_advanced_tutorial_tip_dialog_turret_reward","When an enemy turret is destroyed, all ally champions receive bonus gold and experience points.  It also allows your minions to push further into enemy territory, which improves your team's control of the map."
"game_advanced_tutorial_tip_dialog_turret_targeting","Attacking a champion near an enemy turret will cause that turret to attack you.  Avoid doing this until your champion is strong enough to survive the damage."
"game_advanced_tutorial_tip_dialog_ultimate_ability_ashe","When Ashe reaches level 6, you can unlock her ultimate ability: Enchanted Crystal Arrow.  The arrow can be fired to any location on the map, and will stun and deal damage to the first enemy champion it collides with."
"game_advanced_tutorial_tip_dialog_ultimate_ability_garen","When Garen reaches level 6, you can unlock his ultimate ability: Demacian Justice.  This powerful attack instantly deals a large amount of damage to a single enemy champion.  It is very effective for finishing an opponent who is low on health."
"game_advanced_tutorial_tip_dialog_ultimate_ability_ryze","When Ryze reaches level 6, you can unlock his ultimate ability: Desperate Power.  This spell passively increases Ryze's mana pool and, when activated, temporarily causes his other spells to deal area damage and steal health from enemies."
"game_advanced_tutorial_tip_dialog_welcome","Click continue to begin."
"game_advanced_tutorial_tip_name_assists","Earning Assists"
